# distance SDV3 SDV4
4.04714088e+01 8.75112152e+00 -2.57211256e+00
4.10258141e+01 8.75555134e+00 -2.56204343e+00
4.15802193e+01 8.72233486e+00 -2.53925490e+00
4.21346207e+01 8.70119667e+00 -2.52983785e+00
4.26890221e+01 8.72618675e+00 -2.54436922e+00
4.32434273e+01 8.74121857e+00 -2.55662632e+00
4.37978287e+01 8.73153591e+00 -2.56043291e+00
4.43522339e+01 8.74162388e+00 -2.59490371e+00
4.49066353e+01 8.72609520e+00 -2.64057302e+00
4.54610367e+01 8.72372723e+00 -2.67269802e+00
4.60154419e+01 8.74791813e+00 -2.65935683e+00
4.65698433e+01 8.76578617e+00 -2.64234591e+00
4.71242447e+01 8.73476028e+00 -2.64994287e+00
4.76786499e+01 8.74237251e+00 -2.62957788e+00
4.82330513e+01 8.78255272e+00 -2.60338378e+00
4.87874565e+01 8.78763390e+00 -2.63024712e+00
4.93418579e+01 8.71882725e+00 -2.80419636e+00
4.98962593e+01 8.69201183e+00 -2.90852547e+00
5.04506645e+01 8.69844818e+00 -2.89052510e+00
5.10050659e+01 8.64988899e+00 -2.96281528e+00
5.15594711e+01 8.54843521e+00 -3.14493418e+00
5.21138725e+01 8.39408493e+00 -3.43688011e+00
5.26682739e+01 8.33709335e+00 -3.99834800e+00
5.32226791e+01 8.03649330e+00 -4.83926105e+00
5.37770805e+01 7.94024181e+00 -5.29185629e+00
5.43314857e+01 7.68284702e+00 -6.20747900e+00
5.48858871e+01 7.18489122e+00 -7.77112913e+00
