# distance SDV3 SDV4
2.05129051e+01 8.73341179e+00 -2.51187611e+00
2.10673065e+01 8.74427223e+00 -2.52115345e+00
2.16217155e+01 8.75568771e+00 -2.53331423e+00
2.21761169e+01 8.76304626e+00 -2.53457212e+00
2.27305183e+01 8.76453686e+00 -2.52601051e+00
2.32849197e+01 8.76233864e+00 -2.51484847e+00
2.38393211e+01 8.75841522e+00 -2.50166583e+00
2.43937302e+01 8.75133419e+00 -2.49062896e+00
2.49481316e+01 8.74204350e+00 -2.49246144e+00
2.55025330e+01 8.74435997e+00 -2.48697138e+00
2.60569344e+01 8.73767853e+00 -2.48343277e+00
2.66113358e+01 8.73496437e+00 -2.47054768e+00
2.71657448e+01 8.72677612e+00 -2.45688820e+00
2.77201462e+01 8.72866344e+00 -2.46052670e+00
2.82745476e+01 8.74238777e+00 -2.47993422e+00
2.88289490e+01 8.75261879e+00 -2.49420691e+00
2.93833504e+01 8.75091171e+00 -2.49887514e+00
2.99377594e+01 8.74674892e+00 -2.50400662e+00
3.04921608e+01 8.73842907e+00 -2.50869751e+00
3.10465622e+01 8.74233913e+00 -2.49761820e+00
3.16009636e+01 8.73907471e+00 -2.49052978e+00
3.21553650e+01 8.73735237e+00 -2.48782253e+00
3.27097740e+01 8.73968220e+00 -2.49133348e+00
3.32641754e+01 8.74158955e+00 -2.49437618e+00
3.38185768e+01 8.74168110e+00 -2.49757504e+00
3.43729782e+01 8.74856949e+00 -2.50069046e+00
3.49273796e+01 8.75356197e+00 -2.49889159e+00
3.54817886e+01 8.75476360e+00 -2.49304700e+00
3.60361900e+01 8.75567055e+00 -2.49076986e+00
3.65905914e+01 8.76020050e+00 -2.48919630e+00
3.71449928e+01 8.75454712e+00 -2.48367548e+00
3.76993942e+01 8.75238037e+00 -2.48031902e+00
3.82538033e+01 8.75211334e+00 -2.48054790e+00
3.88082047e+01 8.75580597e+00 -2.48920894e+00
3.93626060e+01 8.75887108e+00 -2.49380875e+00
3.99170074e+01 8.76496315e+00 -2.49419451e+00
4.04714088e+01 8.77048492e+00 -2.49247265e+00
4.10258141e+01 8.76657104e+00 -2.48978710e+00
4.15802193e+01 8.75812817e+00 -2.50033283e+00
4.21346207e+01 8.75312042e+00 -2.51326323e+00
4.26890221e+01 8.75100517e+00 -2.52226973e+00
4.32434273e+01 8.74218559e+00 -2.54715824e+00
4.37978287e+01 8.73669338e+00 -2.56244850e+00
4.43522339e+01 8.73254299e+00 -2.57677269e+00
4.49066353e+01 8.73156929e+00 -2.58987617e+00
4.54610367e+01 8.72463131e+00 -2.60223532e+00
4.60154419e+01 8.67629433e+00 -2.65163445e+00
4.65698433e+01 8.66222668e+00 -2.67258644e+00
4.71242447e+01 8.65019512e+00 -2.69170642e+00
4.76786499e+01 8.64019775e+00 -2.70899343e+00
4.82330513e+01 8.63223839e+00 -2.72444820e+00
4.87874565e+01 8.62631416e+00 -2.73807049e+00
4.93418579e+01 8.50673771e+00 -2.83865213e+00
4.98962593e+01 8.39388943e+00 -3.04173708e+00
5.04506645e+01 8.27989101e+00 -3.26374459e+00
5.10050659e+01 8.18382740e+00 -3.48174548e+00
5.15594711e+01 8.17021751e+00 -3.63692284e+00
5.21138725e+01 8.14645767e+00 -3.73125505e+00
5.26682739e+01 8.03593540e+00 -4.01395702e+00
5.32226791e+01 7.83529854e+00 -4.45125151e+00
5.37770805e+01 7.54863167e+00 -5.26524734e+00
5.43314857e+01 7.22021198e+00 -6.57378769e+00
5.48858871e+01 6.85004759e+00 -8.37685966e+00
