# distance SDV3 SDV4
0.00000000e+00 8.98573112e+00 -5.40190172e+00
5.54401577e-01 8.83280754e+00 -4.16606808e+00
1.10880363e+00 8.75771618e+00 -3.23194742e+00
1.66321158e+00 8.76045418e+00 -2.59954715e+00
2.21761322e+00 8.84102249e+00 -2.26886368e+00
2.77201533e+00 8.99942112e+00 -2.23989582e+00
3.32641697e+00 9.15619755e+00 -2.32560253e+00
3.88081861e+00 9.24042225e+00 -2.34064889e+00
4.43522644e+00 9.27041435e+00 -2.31172180e+00
4.98962831e+00 9.24617195e+00 -2.23881650e+00
5.54402971e+00 9.16769600e+00 -2.12193608e+00
6.09843111e+00 9.03498936e+00 -1.96108115e+00
6.65283298e+00 9.22059917e+00 -1.90525961e+00
7.20724106e+00 9.44488049e+00 -1.93553710e+00
7.76164246e+00 9.52141476e+00 -1.92588031e+00
8.31604481e+00 9.45020676e+00 -1.87629199e+00
8.87044621e+00 9.23125458e+00 -1.78677297e+00
9.42484760e+00 9.12425327e+00 -1.64934421e+00
9.97925568e+00 9.03142548e+00 -1.50397778e+00
1.05336580e+01 8.90187931e+00 -1.44051313e+00
1.10880594e+01 8.85558796e+00 -1.43838716e+00
1.16424608e+01 8.89255142e+00 -1.49759996e+00
1.21968632e+01 9.01276779e+00 -1.61815143e+00
1.27512712e+01 9.14513969e+00 -1.44058287e+00
1.33056726e+01 9.18534946e+00 -1.33798540e+00
1.38600740e+01 9.19452667e+00 -1.30180502e+00
1.44144754e+01 9.20115852e+00 -1.30171716e+00
1.49688768e+01 9.20524502e+00 -1.33772230e+00
1.55232849e+01 9.22921658e+00 -1.31329226e+00
1.60776863e+01 9.28537369e+00 -1.24119854e+00
1.66320877e+01 9.40275002e+00 -1.27347100e+00
1.71864891e+01 9.45376015e+00 -1.29944921e+00
1.77408905e+01 9.42667961e+00 -1.30815995e+00
1.82952995e+01 9.32150745e+00 -1.29960299e+00
1.88497009e+01 9.45102119e+00 -1.30741453e+00
1.94041023e+01 9.38181973e+00 -1.21423519e+00
1.99585037e+01 9.54427814e+00 -1.42903113e+00
2.05129051e+01 9.56971359e+00 -1.47127628e+00
2.10673065e+01 9.45812607e+00 -1.34096885e+00
2.16217155e+01 9.41042519e+00 -1.21821427e+00
2.21761169e+01 9.45186424e+00 -1.19800925e+00
2.27305183e+01 9.43156433e+00 -1.17434013e+00
2.32849197e+01 9.46909237e+00 -1.24420071e+00
2.38393211e+01 9.44528675e+00 -1.27065575e+00
2.43937302e+01 9.36014080e+00 -1.25370479e+00
2.49481316e+01 9.51733494e+00 -1.31788993e+00
2.55025330e+01 9.49216843e+00 -1.26847315e+00
2.60569344e+01 9.43100166e+00 -1.19610167e+00
2.66113358e+01 9.47702122e+00 -1.20226848e+00
2.71657448e+01 9.45469189e+00 -1.18358946e+00
2.77201462e+01 9.41972160e+00 -1.16799855e+00
2.82745476e+01 9.42012024e+00 -1.16839981e+00
2.88289490e+01 9.41618156e+00 -1.16116333e+00
2.93833504e+01 9.37364674e+00 -1.14628208e+00
2.99377594e+01 9.33377934e+00 -1.16876388e+00
3.04921608e+01 9.32859898e+00 -1.24028206e+00
3.10465622e+01 9.39751434e+00 -1.27472174e+00
3.16009636e+01 9.39959431e+00 -1.27507639e+00
3.21553650e+01 9.33483887e+00 -1.24134624e+00
3.27097740e+01 9.34284019e+00 -1.37053156e+00
3.32641754e+01 9.31712341e+00 -1.47392821e+00
3.38185768e+01 9.45204449e+00 -1.56450033e+00
3.43729782e+01 9.64458084e+00 -1.60270452e+00
3.49273796e+01 9.62178612e+00 -1.49480844e+00
3.54817886e+01 9.38365364e+00 -1.24080682e+00
3.60361900e+01 9.36718082e+00 -1.26012385e+00
3.65905914e+01 9.32386780e+00 -1.26700985e+00
3.71449928e+01 9.54491234e+00 -1.41395593e+00
3.76993942e+01 9.62042522e+00 -1.46049607e+00
3.82538033e+01 9.55039978e+00 -1.40662622e+00
3.88082047e+01 9.37754440e+00 -1.29641378e+00
3.93626060e+01 9.37727356e+00 -1.40936399e+00
3.99170074e+01 9.38803864e+00 -1.46350634e+00
4.04714088e+01 9.45607758e+00 -1.50336194e+00
4.10258141e+01 9.43645668e+00 -1.48993087e+00
4.15802193e+01 9.32917595e+00 -1.42321372e+00
4.21346207e+01 9.12045479e+00 -1.39157283e+00
4.26890221e+01 9.02186871e+00 -1.62673533e+00
4.32434273e+01 8.49031830e+00 -1.28177905e+00
4.37978287e+01 8.26310635e+00 -1.11278248e+00
4.43522339e+01 8.34023094e+00 -1.11974227e+00
4.49066353e+01 8.72168541e+00 -1.30265832e+00
4.54610367e+01 9.04475975e+00 -1.54364371e+00
4.60154419e+01 9.22073746e+00 -1.74744773e+00
4.65698433e+01 9.51190758e+00 -1.94343972e+00
4.71242447e+01 9.58160210e+00 -2.02726388e+00
4.76786499e+01 9.42982101e+00 -1.99891782e+00
4.82330513e+01 9.05656433e+00 -1.85840499e+00
4.87874565e+01 8.77510357e+00 -1.86097240e+00
4.93418579e+01 8.97435570e+00 -1.93810177e+00
4.98962593e+01 9.11960602e+00 -2.05938530e+00
5.04506645e+01 9.21085644e+00 -2.22482800e+00
5.10050659e+01 9.24810219e+00 -2.43442774e+00
5.15594711e+01 9.23134613e+00 -2.68818688e+00
5.21138725e+01 9.18103790e+00 -2.69823146e+00
5.26682739e+01 8.97328377e+00 -2.92586303e+00
5.32226791e+01 8.77748871e+00 -3.29299879e+00
5.37770805e+01 8.59365368e+00 -3.79964614e+00
5.43314857e+01 8.42177582e+00 -4.44580269e+00
5.48858871e+01 8.26185703e+00 -5.23146677e+00
