# distance SDV3 SDV4
1.69092889e+01 8.47421004e-04 1.62310759e-03
1.74636941e+01 8.01793358e-04 1.61179481e-03
1.80180955e+01 7.91943923e-04 1.60070253e-03
1.85724969e+01 8.32718797e-04 1.58983108e-03
1.91268983e+01 8.78156628e-04 1.57918036e-03
1.96813030e+01 9.28257476e-04 1.56874908e-03
2.02357082e+01 9.83021338e-04 1.55854027e-03
2.07901096e+01 1.04244787e-03 1.54855195e-03
2.13445110e+01 1.10653741e-03 1.53878436e-03
2.18989124e+01 1.17528974e-03 1.52923784e-03
2.24533176e+01 1.24870485e-03 1.51991134e-03
2.30077229e+01 1.32678321e-03 1.64564536e-03
2.35621243e+01 1.34409731e-03 1.76318455e-03
2.41165257e+01 1.29304617e-03 1.87252939e-03
2.46709270e+01 1.23652187e-03 1.97367999e-03
2.52253284e+01 1.17452419e-03 2.06663623e-03
2.57797375e+01 1.10705185e-03 2.15139915e-03
2.63341389e+01 1.03410776e-03 2.18219566e-03
2.68885403e+01 9.55690513e-04 2.13846262e-03
2.74429417e+01 8.71799828e-04 2.08985014e-03
2.79973431e+01 7.82436051e-04 2.03635870e-03
2.85517521e+01 6.87596854e-04 1.97798666e-03
2.91061535e+01 6.83238439e-04 1.91473705e-03
2.96605549e+01 7.42644072e-04 1.84660824e-03
3.02149563e+01 8.03171773e-04 1.77360058e-03
3.07693577e+01 8.64821486e-04 1.69571373e-03
3.13237667e+01 9.27594898e-04 1.61294744e-03
3.18781681e+01 9.91488690e-04 1.58149435e-03
3.24325695e+01 1.05650420e-03 1.60451652e-03
3.29869709e+01 1.03035662e-03 1.62687688e-03
3.35413723e+01 1.00437168e-03 1.64857530e-03
3.40957813e+01 9.78550175e-04 1.66961271e-03
3.46501827e+01 9.52889910e-04 1.68998737e-03
3.52045841e+01 9.27391928e-04 1.70970033e-03
3.57589855e+01 9.02056228e-04 1.72875158e-03
3.63133869e+01 8.76883103e-04 1.74714054e-03
3.68677940e+01 8.51872843e-04 1.76486897e-03
3.74221973e+01 8.27025156e-04 1.75603689e-03
3.79765987e+01 8.02338938e-04 1.72732573e-03
3.85310001e+01 7.77815119e-04 1.69551093e-03
3.90854034e+01 7.53454107e-04 1.66059216e-03
3.96398087e+01 7.29255204e-04 1.62256986e-03
4.01942120e+01 6.79790275e-04 1.58144347e-03
4.07486134e+01 6.23576518e-04 1.53721322e-03
4.13030148e+01 5.66910021e-04 1.57570979e-03
4.18574181e+01 5.08702418e-04 1.61121564e-03
4.24118233e+01 4.68875951e-04 1.64373219e-03
4.29662247e+01 4.55160771e-04 1.67325721e-03
4.35206280e+01 4.67558682e-04 1.69979199e-03
4.40750294e+01 5.06067299e-04 1.72333617e-03
4.46294327e+01 5.70688630e-04 1.74389000e-03
4.51838360e+01 6.61420694e-04 1.76145369e-03
4.57382393e+01 7.78264599e-04 1.77602738e-03
4.62926426e+01 9.21221857e-04 1.78760977e-03
4.68470440e+01 1.09028898e-03 1.79620157e-03
4.74014492e+01 1.28546997e-03 1.80180348e-03
4.79558506e+01 1.50676060e-03 1.80441455e-03
4.85102539e+01 1.75416283e-03 1.85136148e-03
4.90646572e+01 2.02767900e-03 1.90821267e-03
4.96190586e+01 2.32730503e-03 1.96325826e-03
5.01734638e+01 2.65304511e-03 1.96002726e-03
5.07278652e+01 1.93355908e-03 1.89790106e-03
5.10050659e+01 8.36066622e-03 1.83314818e-03
5.12822685e+01 6.08760864e-03 1.76577119e-03
5.15594692e+01 6.16542966e-05 1.69576705e-03
5.18366718e+01 0.00000000e+00 1.62313739e-03
5.21138725e+01 3.00489413e-03 1.54788094e-03
5.23910732e+01 1.43131800e-03 1.46999885e-03
5.26682758e+01 8.81051272e-03 1.38949102e-03
5.29454765e+01 2.44687824e-03 1.30635675e-03
5.32226791e+01 1.10879933e-04 1.22059754e-03
5.34998798e+01 9.30731767e-05 1.13221107e-03
