# distance SDV3 SDV4
0.00000000e+00 3.27581692e+00 -7.99091673e+00
2.77200788e-01 -3.57870293e+00 -6.90084362e+00
5.54401815e-01 5.36960888e+00 -5.94423151e+00
8.31605792e-01 6.56617641e+00 -5.12106895e+00
1.10880661e+00 8.02784348e+00 -4.43136168e+00
1.38600767e+00 6.56413364e+00 -3.87511587e+00
1.66320848e+00 7.64759159e+00 -3.45232892e+00
1.94040930e+00 5.07812691e+00 -3.16299772e+00
2.21761322e+00 9.16462612e+00 -3.00712228e+00
2.49481416e+00 3.74282384e+00 -2.98470569e+00
2.77201486e+00 1.13129845e+01 -3.09574556e+00
3.04921556e+00 9.98855591e+00 -3.34024143e+00
3.32641649e+00 1.32141266e+01 -3.29052305e+00
3.60362053e+00 1.28974028e+01 -3.19118428e+00
3.88082123e+00 1.07689648e+01 -3.09167385e+00
4.15802240e+00 8.45899868e+00 -2.99198985e+00
4.43522310e+00 5.94788933e+00 -2.89213252e+00
4.71242380e+00 8.73221016e+00 -2.79210162e+00
5.26682863e+00 8.61622429e+00 -2.69606233e+00
5.82123083e+00 8.51950741e+00 -2.65927458e+00
6.37563550e+00 8.44206047e+00 -2.65796471e+00
6.93003702e+00 8.38388252e+00 -2.66224742e+00
7.48443925e+00 8.34497547e+00 -2.67212296e+00
8.03884411e+00 8.32533836e+00 -2.68759155e+00
8.59324563e+00 8.32497025e+00 -2.70865202e+00
9.14765024e+00 8.34387207e+00 -2.73530579e+00
9.70205188e+00 8.38204384e+00 -2.69977021e+00
1.02564533e+01 8.43948555e+00 -2.59602356e+00
1.08108580e+01 8.51619530e+00 -2.49915433e+00
1.13652596e+01 8.52333736e+00 -2.47589350e+00
1.19196644e+01 8.53421497e+00 -2.45711088e+00
1.24740658e+01 8.56051445e+00 -2.44280577e+00
1.30284677e+01 8.60223484e+00 -2.43297958e+00
1.35828729e+01 8.65937614e+00 -2.42863131e+00
1.41372743e+01 8.73193741e+00 -2.43117094e+00
1.46916790e+01 8.78588867e+00 -2.43865705e+00
1.52460809e+01 8.81323719e+00 -2.45108891e+00
1.58004823e+01 8.83739853e+00 -2.46846676e+00
1.63548837e+01 8.85995674e+00 -2.49079037e+00
1.69092894e+01 8.88090897e+00 -2.51806021e+00
1.74636941e+01 8.90025902e+00 -2.55027580e+00
1.80180955e+01 8.91800308e+00 -2.58743763e+00
1.85724969e+01 8.93414307e+00 -2.62954497e+00
1.91268983e+01 8.87744045e+00 -2.58917117e+00
1.96813035e+01 8.74569321e+00 -2.55994010e+00
2.02357082e+01 8.61553478e+00 -2.53812838e+00
2.07901096e+01 8.55197430e+00 -2.51588273e+00
2.13445110e+01 8.49599361e+00 -2.50993848e+00
2.18989124e+01 8.44759178e+00 -2.50905561e+00
2.24533176e+01 8.40677166e+00 -2.51292515e+00
2.30077229e+01 8.38197327e+00 -2.51282930e+00
2.35621243e+01 8.38323593e+00 -2.50977945e+00
2.41165257e+01 8.39318371e+00 -2.51139641e+00
2.46709270e+01 8.41181564e+00 -2.51767969e+00
2.52253323e+01 8.43913364e+00 -2.52862954e+00
2.57797337e+01 8.47513676e+00 -2.56454563e+00
2.63341389e+01 8.51982403e+00 -2.62637782e+00
2.68885403e+01 8.57319641e+00 -2.68318629e+00
2.74429417e+01 8.63525486e+00 -2.73497081e+00
2.79973469e+01 8.70599842e+00 -2.69956398e+00
2.85517483e+01 8.62006760e+00 -2.64560556e+00
2.91061535e+01 8.57867432e+00 -2.59208250e+00
2.96605549e+01 8.56040287e+00 -2.58287191e+00
3.02149563e+01 8.54506779e+00 -2.59037828e+00
3.07693615e+01 8.54448318e+00 -2.59802222e+00
3.13237629e+01 8.55138683e+00 -2.60580397e+00
3.18781681e+01 8.56556702e+00 -2.61372328e+00
3.24325695e+01 8.57231140e+00 -2.60078955e+00
3.29869709e+01 8.57097912e+00 -2.59249973e+00
3.35413761e+01 8.57371616e+00 -2.58966851e+00
3.40957775e+01 8.58052063e+00 -2.59163451e+00
3.46501827e+01 8.59139538e+00 -2.59839678e+00
3.52045841e+01 8.62458706e+00 -2.60995603e+00
3.57589855e+01 8.68163109e+00 -2.62631178e+00
3.63133888e+01 8.73499680e+00 -2.64746428e+00
