# distance SDV3 SDV4
0.00000000e+00 1.51258905e-03 8.32505582e-04
5.54401577e-01 1.39669550e-03 8.20306828e-04
1.10880363e+00 1.28721644e-03 8.28125223e-04
1.66321158e+00 1.18415128e-03 8.55956285e-04
2.21761322e+00 1.08750153e-03 9.03807231e-04
2.77201533e+00 9.97266616e-04 9.71675385e-04
3.32641697e+00 9.13446653e-04 1.05955929e-03
3.88081861e+00 8.36041349e-04 1.16745965e-03
4.43522644e+00 7.65049073e-04 1.29537459e-03
4.98962831e+00 7.00472738e-04 1.44330831e-03
5.54402971e+00 6.31859642e-04 1.50911615e-03
6.09843111e+00 6.55321288e-04 1.52420730e-03
6.65283298e+00 6.71360001e-04 1.53732835e-03
7.20724106e+00 6.79974910e-04 1.54847605e-03
7.76164246e+00 6.81167119e-04 1.55765540e-03
8.31604481e+00 6.74936338e-04 1.56486430e-03
8.87044621e+00 6.61282451e-04 1.57010241e-03
9.42484760e+00 6.40205399e-04 1.57336961e-03
9.97925568e+00 6.11703668e-04 1.57466566e-03
1.05336580e+01 4.78147791e-04 1.65906816e-03
1.10880594e+01 3.75115022e-04 1.72959326e-03
1.16424608e+01 3.79821489e-04 1.73602963e-03
1.21968632e+01 3.83185339e-04 1.74696173e-03
1.27512712e+01 3.85206309e-04 1.76238781e-03
1.33056726e+01 3.85884836e-04 1.78231101e-03
1.38600740e+01 3.85220774e-04 1.80672971e-03
1.44144754e+01 3.83214268e-04 1.83564425e-03
1.49688768e+01 3.79865116e-04 1.86905405e-03
1.55232849e+01 3.11342563e-04 1.92584377e-03
1.60776863e+01 2.45579373e-04 1.98343652e-03
1.66320877e+01 2.14805041e-04 2.01019971e-03
1.71864891e+01 2.65207520e-04 1.96140027e-03
1.77408905e+01 3.23324959e-04 1.90945575e-03
1.82952995e+01 3.89157678e-04 1.85436523e-03
1.88497009e+01 4.62704891e-04 1.79613172e-03
1.94041023e+01 5.43966889e-04 1.73475326e-03
1.99585037e+01 6.32941257e-04 1.67022843e-03
2.05129051e+01 5.42770023e-04 1.73464033e-03
2.10673065e+01 4.56330512e-04 1.79964164e-03
2.16217155e+01 3.73622956e-04 1.86523539e-03
2.21761169e+01 3.50344751e-04 1.88847992e-03
2.27305183e+01 4.09450411e-04 1.85150362e-03
2.32849197e+01 4.65310120e-04 1.82025367e-03
2.38393211e+01 5.17923734e-04 1.79473008e-03
2.43937302e+01 5.67291689e-04 1.77493237e-03
2.49481316e+01 6.13413344e-04 1.76086172e-03
2.55025330e+01 5.37020736e-04 1.80103967e-03
2.60569344e+01 4.60134994e-04 1.84362067e-03
2.66113358e+01 3.82755417e-04 1.88860507e-03
2.71657448e+01 3.04880494e-04 1.93599320e-03
2.77201462e+01 3.06565635e-04 1.93443475e-03
2.82745476e+01 3.88848304e-04 1.88116822e-03
2.88289490e+01 4.72026324e-04 1.82661973e-03
2.93833504e+01 5.56099636e-04 1.77078904e-03
2.99377594e+01 6.41069084e-04 1.71367603e-03
3.04921608e+01 5.77537226e-04 1.74435228e-03
3.10465622e+01 5.14525280e-04 1.77764311e-03
3.16009636e+01 4.52032924e-04 1.81354897e-03
3.21553650e+01 3.90060217e-04 1.85206986e-03
3.27097740e+01 3.28606140e-04 1.89320743e-03
3.32641754e+01 3.55380034e-04 1.87644386e-03
3.38185768e+01 4.38836636e-04 1.82397070e-03
3.43729782e+01 5.19928231e-04 1.77663495e-03
3.49273796e+01 5.98654617e-04 1.73443579e-03
3.54817886e+01 5.29436977e-04 1.78831327e-03
3.60361900e+01 4.70207713e-04 1.83276599e-03
3.65905914e+01 4.20967786e-04 1.86779548e-03
3.71449928e+01 3.81717342e-04 1.89340115e-03
3.76993942e+01 3.52456322e-04 1.90958334e-03
3.82538033e+01 3.33184464e-04 1.91634323e-03
3.88082047e+01 4.18719632e-04 1.83088309e-03
3.93626060e+01 5.47949632e-04 1.71546882e-03
3.99170074e+01 6.79015415e-04 1.60822424e-03
4.04714088e+01 6.09273673e-04 1.65922218e-03
4.10258141e+01 5.47840260e-04 1.70795037e-03
4.15802193e+01 4.94714652e-04 1.75440707e-03
4.21346207e+01 4.49896615e-04 1.79859181e-03
4.26890221e+01 4.13386500e-04 1.84050517e-03
4.32434273e+01 3.85184161e-04 1.88014796e-03
4.37978287e+01 3.65289627e-04 1.91751868e-03
4.43522339e+01 4.68308222e-04 1.85970496e-03
4.49066353e+01 5.98687446e-04 1.77970878e-03
4.54610367e+01 5.80404128e-04 1.79055240e-03
4.60154419e+01 5.77487051e-04 1.79223146e-03
4.65698433e+01 5.89934527e-04 1.78474432e-03
4.71242447e+01 6.17746962e-04 1.76809146e-03
4.76786499e+01 6.60926162e-04 1.74227438e-03
4.82330513e+01 7.19469332e-04 1.70729065e-03
4.87874565e+01 7.93379033e-04 1.66314212e-03
4.93418579e+01 8.82652879e-04 1.60982762e-03
4.98962593e+01 1.03142543e-03 1.42625580e-03
5.04506645e+01 9.21178551e-04 1.29326351e-03
5.10050659e+01 9.70500056e-04 1.17101299e-03
5.15594711e+01 1.17939268e-03 1.05950458e-03
5.21138725e+01 1.54785160e-03 9.58737801e-04
5.26682739e+01 2.07587820e-03 8.68712552e-04
5.32226791e+01 2.76347785e-03 7.89429760e-04
5.37770805e+01 3.61064170e-03 7.20888609e-04
5.43314857e+01 4.61738044e-03 6.63089391e-04
5.48858871e+01 5.78368129e-03 6.16032223e-04
